X,Y
0.42453202864518114,0.926374332294384
-0.06474307952329286,-0.5817541122504538
-0.5670625373142948,-0.9436976528286518
-0.3125390002513637,-0.9271118473224986
0.05609825266582792,-0.4937914858760845
0.5731273460668947,0.7879011395248712
-0.5723267511708224,-0.7509614459018874
-0.5361655177182522,-0.24102016494811235
-0.3590806036566756,-0.3827832524658758
0.25841698309975775,0.792676106567205
0.3691286613614271,-0.4806336836223085
-0.24439565273623834,0.9318492972885573
0.10829129822106391,0.4926505734566704
0.797076074942722,-0.6494704986365099
-0.1555476029374035,-0.5615125215591531
0.5427673242883305,-0.8273014254496704
-0.40090823218358823,-0.34109828219984933
-0.49875857306893556,-0.052643989686575576
0.46724869278870645,0.24250910390825878
-0.4682946990466895,0.014098565748336372
-0.15010660183620067,-0.57539651207647
0.00664800141100283,-0.5603415986481729
-0.23833962366071804,0.4340902518530094
0.5853425077771144,0.05741768382260018
-0.3316533787915348,0.923799393994066
-0.4031963122467039,-0.9170396005639704
0.2668943942608724,0.4512432465085533
-0.9983344177754507,0.19576953323988164
-0.1744555464444778,-0.5481279542441782
0.01656814811793597,-0.5577100512212941
0.1801807625805383,-0.4356519621889097
-0.45488069384356533,0.12379834196316389
0.6575383222574713,-0.8458914510411836
-1.0152469830742674,-0.3137928566534358
-0.07115694266535909,-0.4616053682955942
0.5147402177760119,0.8607016689985316
-0.9548029243368367,-0.24189009174707102
0.18471740112484453,0.9964548283321483
-0.2914744696048096,-0.3494486475316203
-0.4163979523481423,-0.879611616122725
-0.10324117394069485,0.5297711829266789
0.44937036061346325,-0.10632228112808027
-0.741586172913097,0.7074114471722317
0.22497692778479056,1.0129141864691118
-0.6820376617406938,0.7242643313998447
1.0611318509245693,0.11948869413141705
-0.1508778747743547,0.9500777608187303
-0.16924981516720672,1.015153631467107
-0.2920011763474218,0.5114244838118814
-0.5713951088197919,-0.6957545473555166
0.44671905705795717,-0.32274100146437035
-0.9636450287252957,0.006772620155926461
-0.06410078794270792,-1.1242369675333403
0.8695513305628967,-0.3014143759291541
-0.5647597362120026,0.10122819608826716
0.8483864321592044,0.5985164296098533
-0.11644373218374292,0.4788751279334467
-0.08077118385470597,0.49670378348705324
0.9814677520696478,-0.3711013082888525
0.17796741512998637,0.4787386882509345
0.03891360537153376,1.047135176541198
0.5283219801602141,-0.07258728301157466
-0.04186397851636696,0.49350994302880674
-0.37819281069405075,-0.8881747191344704
-0.05627706877723605,-0.44454510488568666
0.04466383522601882,-1.047520723634878
0.5721631124545135,-0.8210774859537724
0.13939638129504356,0.4134069421021071
0.08501782604758137,-0.3921473336149134
0.38375477646199163,-0.900833018994899
0.8050161274997486,0.5655556731196704
-0.2139676770174025,-0.49068377159525517
0.39267367824581045,0.27605162650097426
-0.38798089018033666,-0.09068137723308611
-0.10663132670092325,-0.5387793143139035
-0.5011716192609496,0.20762069820766355
0.8917833343991628,0.44951834184680217
0.3026629983860788,0.3386140702467645
0.1523557608306738,-0.47914786681239985
0.23053795586594392,-0.9282113211241552
0.5037088725882188,0.8053612945160878
0.638554094442085,-0.5821373633899881
0.6513608663845093,0.6999222600622093
-0.8758393307524952,-0.5723425363436184
-0.11234369248675677,0.5974670557277756
-0.5198326662472375,-0.12242071778792699
-0.3603643217369426,-0.4399283933888445
-0.2208704367320064,0.4077849029301972
-0.4020399917067682,0.3125297044893221
-0.2837709828833768,-0.28961405917403726
-0.03685064241936254,0.4700825525462786
-0.5444217811080401,-0.03894811347688335
0.1412956114131504,-0.5211102405348959
-0.33196940632111804,-0.4536470705300275
-0.5812763684495174,0.12562377545581513
-0.5013015476621983,-0.089918470251546
-0.1083001431394876,-1.0194900425126534
0.2272693316665093,0.35476078250960197
-0.0957524517180585,-1.0844573396563228
-0.43460834943676724,-0.2013841565258252
-0.7299627278956171,0.681436138362634
0.19266380675431805,0.5186998413694162
-0.2774183299938948,-0.33411126197291413
-0.32537433651249353,0.3351066009837739
-0.72959558540503,0.67134056832399
0.7051416427831412,0.7049441893068273
-0.6746608363772735,0.792880164074701
0.6437212076327308,-0.7426899490317121
-0.25124574996922366,0.5124226236444223
0.9231792294682831,-0.31479424191260286
-0.775094616912819,0.625060114848323
0.8107003641164123,0.721223756906928
0.5970563833540512,0.1882985413117063
0.5001111673678953,-0.8892465597565915
0.13618038852745756,-0.46159320132440407
